Name.1,Age,Hometown,Home country,Boarded,Destination,Lifeboat,Body,pclass
"Pålsson, Master Paul Folke",6,"Bjuv, Skåne",Sweden,Southampton,"Chicago, Illinois, US",,,3
"Pålsson, Miss Stina Viola",3,"Bjuv, Skåne",Sweden,Southampton,"Chicago, Illinois, US",,,3
"Pålsson, Master Gösta Leonard",2,"Bjuv, Skåne",Sweden,Southampton,"Chicago, Illinois, US",,,3
"Panula, Mrs. Maija Emelia Abrahamintytar (née Ketola-Ojala)",41,"Ylihärmä, South Ostrobothnia",Finland,Southampton,"Coal Center, Pennsylvania, US",,,3
"Panula, Mr. Ernesti Arvid",16,"Ylihärmä, South Ostrobothnia",Finland,Southampton,"Coal Center, Pennsylvania, US",,,3
"Panula, Mr. Jaakko Arnold",15,"Ylihärmä, South Ostrobothnia",Finland,Southampton,"Coal Center, Pennsylvania, US",,,3
"Panula, Master Juha Niilo",7,"Ylihärmä, South Ostrobothnia",Finland,Southampton,"Coal Center, Pennsylvania, US",,,3
"Panula, Master Urho Abraham",2,"Ylihärmä, South Ostrobothnia",Finland,Southampton,"Coal Center, Pennsylvania, US",,,3
"Panula, Master Eino Viljami",1,"Ylihärmä, South Ostrobothnia",Finland,Southampton,"Coal Center, Pennsylvania, US",,,3
"Pašič, Mr. Jakov",21,Streklevac,Slovenia,Southampton,"Aurora, Illinois, US",,,3
"Patchett, Mr. George",19,"Wollaston, Northamptonshire",England,Southampton,"Kitchener, Ontario, Canada",,,3
"Pavlović, Mr. Štefo",32,Vagovina,Croatia,Southampton,"Harrisburg, Pennsylvania, US",,,3
"Peacock, Mrs. Edith (née Nile)",26,"Southampton, Hampshire",England,Southampton,"Elizabeth, New Jersey, US",,,3
"Peacock, Miss Treasteall",4,"Southampton, Hampshire",England,Southampton,"Elizabeth, New Jersey, US",,,3
"Peacock, Master Albert Edward",7 mo.,"Southampton, Hampshire",England,Southampton,"Elizabeth, New Jersey, US",,,3
"Pearce, Mr. Ernest",32,London,England,Southampton,New York City,,,3
"Pedersen, Mr. Olaf",28,Sandefjord,Norway,Southampton,"Seattle, Washington, US",,,3
"Peduzzi, Mr. Giuseppe",24,London,England,Southampton,New York City,,,3
"Pekoniemi, Mr. Edvard Johannes",21,Heinola,Finland,Southampton,New York City,,,3
"Peltomäki, Mr. Nikolai Johannes",25,Helsinki,Finland,Southampton,New York City,,,3
"Perkin, Mr. John Henry",22,"Holsworthy, Devon",England,Southampton,"Saskatoon, Saskatchewan, Canada",,,3
"Persson, Mr. Ernst Ulrik",25,"Stockholm, Uppland",Sweden,Southampton,"Indianapolis, Indiana, US",15,,3
"Peters, Miss Catherine ""Katie""",26,"Cahir, Tipperary",Ireland,Queenstown,New York City,,,3
"Petranec, Miss Matilda",28,Vagovina,Croatia,Southampton,"Harrisburg, Pennsylvania, US",,,3
"Petroff, Mr. Nadjalko",19,"Gumostnik, Lovec",Bulgaria,Southampton,"Chicago, Illinois, US",,,3
"Petroff, Mr. Pastcho",29,"Belish, Troyan",Bulgaria,Southampton,"Chicago, Illinois, US",,,3
"Pettersson, Miss Ellen Natalia",18,"Stockholm, Uppland",Sweden,Southampton,"Iron Mountain, Michigan, US",,,3
"Pettersson, Mr. Johan Emil",25,"Västermo, Södermanland",Sweden,Southampton,"Chicago, Illinois, US",,,3
"Pickard, Mr. Berk (Trembisky)",32,Warsaw,Poland,Southampton,"San Francisco, US",9,,3
"Plotcharsky, Mr. Vasil",27,Unknown,Bulgaria,Southampton,"Tulsa, Oklahoma, US",,,3
"Pocrnić, Mr. Mate",17,Bukovac,Croatia,Southampton,"Chicago, Illinois, US",,,3
"Pocrnić, Mr. Tome",24,Bukovac,Croatia,Southampton,"Chicago, Illinois, US",,,3
"Pullner, Mr. Uscher",16,Unknown,Unknown,Cherbourg,New York City,,,3
"Radeff, Mr. Alexander",27,Unknown,Bulgaria,Southampton,"Chicago, Illinois, US",,,3
"Rasmussen, Mrs. Lena Jakobsen (née Solvang)",62,"Haugesund, Hordaland",Norway,Southampton,"Centerville, South Dakota, US",,,3
"Razi, Mr. Raihed",30,Tebnine,Lebanon,Southampton,New York City,,,3
"Reed, Mr. James George",19,"Penarth, Glamorgan",Wales,Southampton,New York City,,,3
"Rekić, Mr. Tido",38,Bosanska Krupa,Bosnia,Southampton,"Harrisburg, Pennsylvania, US",,,3
"Reynolds, Mr. Harold J.",21,London,England,Southampton,"Toronto, Ontario, Canada",,327,3
"Rice, Mrs. Margaret (née Norton)",39,"Athlone, Westmeath",Ireland,Queenstown,"Spokane, Washington, US",,12,3
"Rice, Master Albert",10,"Athlone, Westmeath",Ireland,Queenstown,"Spokane, Washington, US",,,3
"Rice, Master George Hugh",8,"Athlone, Westmeath",Ireland,Queenstown,"Spokane, Washington, US",,,3
"Rice, Master Frederick Thomas ""Eric""",7,"Athlone, Westmeath",Ireland,Queenstown,"Spokane, Washington, US",,,3
"Rice, Master Arthur",4,"Athlone, Westmeath",Ireland,Queenstown,"Spokane, Washington, US",,,3
"Rice, Master Eugene Francis",2,"Athlone, Westmeath",Ireland,Queenstown,"Spokane, Washington, US",,,3
"Riihivuori, Miss Susanna Juhantytär ""Sanni""",22,"Ylihärmä, South Ostrobothnia",Finland,Southampton,"Coal Center, Pennsylvania, US",,,3
"Rintamäki, Mr. Matti",35,Kyyny,Finland,Southampton,"Sudbury, Ontario, Canada",,,3
"Riordan, Miss Hannah",18,"Glenlougha, Cork",Ireland,Queenstown,New York City,13,,3
"Risien, Mr. Samuel Beard",69,"Deal, Kent",England,Southampton,"Groesbeck, Texas, US",,,3
"Risien, Mrs. Emma Jane (née Lellyet)",58,Durban,South Africa,Southampton,"Groesbeck, Texas, US",,,3
"Robins, Mr. Alexander A.",50,"St Austell, Cornwall",England,Southampton,"Yonkers, New York, US",,119,3
"Robins, Mrs. Grace Charity (née Laury)",47,"St Austell, Cornwall",England,Southampton,"Yonkers, New York, US",,7,3
"Rogers, Mr. William John",29,"Pontardawe, West Glamorgan",Wales,Southampton,New York City,,,3
"Rommetvedt, Mr. Knud Paust",49,Hogstad,Norway,Southampton,New York City,,,3
"Rosblom, Mrs. Helena Wilhelmina",41,Rauma,Finland,Southampton,"Astoria, Oregon, US",,,3
"Rosblom, Mr. Viktor Rickard",18,Rauma,Finland,Southampton,"Astoria, Oregon, US",,,3
"Rosblom, Miss Salli Helena",2,Rauma,Finland,Southampton,"Astoria, Oregon, US",,,3
"Roth, Miss Sarah A.",26,London,England,Southampton,New York City,C,,3
"Rouse, Mr. Richard Henry",50,"Sittingbourne, Kent",England,Southampton,"Cleveland, Ohio, US",,,3
"Rush, Mr. Alfred George John",16,"Strood, Kent",England,Southampton,"Detroit, Michigan, US",,,3
"Ryan, Mr. Edward",24,"Ballinascreen, Tipperary",Ireland,Queenstown,"Troy, New York, US",14,,3
"Ryan, Mr. Patrick",29,"Askeaton, Limerick",Ireland,Queenstown,"Bronx, New York, US",,,3
"Sæther, Mr. Simon Sivertsen",43,"Skaun, Sør-Trøndelag",Norway,Southampton,US,,32,3
"Saad, Mr. Amin",30,Tebnine,Lebanon,Cherbourg,New York City,,,3
"Saad, Mr. Khalil",25,Kfar Mechi,Syria,Cherbourg,"Ottawa, Ontario, Canada",,,3
"Sadlier, Mr. Matthew",20,"Mohill, Leitrim",Ireland,Queenstown,"Lakewood Township, New Jersey, US",,,3
"Sadowitz, Mr. Harry",17,London,England,Southampton,"Providence, Rhode Island, US",,,3
"Sage, Mr. John George",44,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,,3
"Sage, Mrs. Annie Elizabeth (née Cazaly)",44,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,,3
"Sage, Miss Stella Anne",20,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,,3
"Sage, Mr. George John",19,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,,3
"Sage, Mr. Douglas Bullen",18,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,,3
"Sage, Mr. Frederick",16,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,,3
"Sage, Miss Dorothy Florence ""Dolly""",14,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,,3
"Sage, Master Anthony William ""Will""",13,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,67,3
"Sage, Miss Elizabeth Ada",10,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,,3
"Sage, Miss Constance Gladys",7,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,,3
"Sage, Master Thomas Henry",4,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,,3
"Salander, Mr. Karl Johan",24,"Genevad, Halland",Sweden,Southampton,"Red Wing, Minnesota, US",,,3
"Salkjelsvik, Miss Anna Kristine",21,"Ålesund, Møre og Romsdal",Norway,Southampton,"Proctor, Minnesota, US",C,,3
"Salonen, Mr. Johan Verner",39,"Aberdeen, Washington",US,Southampton,"Aberdeen, Washington, US",,,3
"Sa'maan, Master Butrus",10,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",,,3
"Sa'maan, Mr. Hanna Ilyas",40,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",,,3
"Sa'maan, Mr. Ilyas",17,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",,,3
"Sa'maan, Mr. Youssef Omar ""Joseph""",16,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",,,3
"Sandström, Mrs. Agnes Charlotta (née Bengtsson)",24,"Motala, Östergötland",Sweden,Southampton,"San Francisco, US",13,,3
"Sandström, Miss Marguerite Rut",4,"Motala, Östergötland",Sweden,Southampton,"San Francisco, US",13,,3
"Sandström, Miss Beatrice Irene",1,"Motala, Östergötland",Sweden,Southampton,"San Francisco, US",13,,3
"Sap, Mr. Julius (Jules)",21,Zwevezele,Belgium,Southampton,"Detroit, Michigan, US",11,,3
"Saundercock, Mr. William Henry",19,"St Austell, Cornwall",England,Southampton,New York City,,,3
"Sawyer, Mr. Frederick Charles",33,"Basingstoke, Hampshire",England,Southampton,"Halley, Michigan, US",,284,3
"Scanlan, Mr. James",22,"Rathkeale, Limerick",Ireland,Queenstown,New York City,,,3
"Scheerlinck, Mr. Jean Baptiste",29,"Haaltert, East Flanders",Belgium,Southampton,"Detroit, Michigan, US",11,,3
"Sdycoff, Mr. Theodor",42,Unknown,Bulgaria,Southampton,"Chicago, Illinois, US",,,3
"Shaughnessy, Mr. Patrick",24,"Tynagh, Galway",Ireland,Queenstown,New York City,,,3
"Shawah, Mr. Yousseff Ibrahim",33,Beirut,Lebanon,Cherbourg,New York City,,,3
"Shadid, Mr. Dahir Abu",19,Ibrin,Syria or Lebanon,Cherbourg,"Kulpmont, Pennsylvania, US",,9,3
"Shellard, Mr. Frederick William Blainey",55,"Bristol, Avon",England,Southampton,"Troy, New York, US",,,3
"Shihab, Mr. Amir Faris",25,Hadath,Lebanon,Cherbourg,New York City,,,3
"Shine, Miss Ellen Natalia",20,"Cork, Cork",Ireland,Queenstown,New York City,?,,3
"Shorney, Mr. Charles Joseph",22,"Heron's Ghyll, East Sussex",England,Southampton,"New York, US",,,3
"Simmons, Mr. John",39,"Leigh, Kent",England,Southampton,New York City,,,3
"Sirkanian, Mr. Arsun",22,Kiğı,Turkey,Cherbourg,"Brantford, Ontario, Canada",,,3
"Sirota, Mr. Maurice",20,London,England,Southampton,New York City,,,3
"Sivić, Mr. Husein",40,Bosanska Krupa,Bosnia,Southampton,"Harrisburg, Pennsylvania, US",,,3
"Sivola, Mr. Antti Vilhelmi",21,"Mountain Home, Idaho",US,Southampton,"Mountain Home, Idaho, US",,,3
"Sjöblom, Miss Anna Sofiia",18,Munsala,Finland,Southampton,"Olympia, Washington, US",16,,3
"Skoog, Mr. Wilhelm Johansson",40,"Hällekis, Västergötland",Sweden,Southampton,"Iron Mountain, Michigan, US",,,3
"Skoog, Mrs. Anna Bernhardina (née Karlsson)",43,"Hällekis, Västergötland",Sweden,Southampton,"Iron Mountain, Michigan, US",,,3
"Skoog, Master Karl Thorsten",11,"Hällekis, Västergötland",Sweden,Southampton,"Iron Mountain, Michigan, US",,,3
"Skoog, Miss Mabel",9,"Hällekis, Västergötland",Sweden,Southampton,"Iron Mountain, Michigan, US",,,3
"Skoog, Master Harald",5,"Hällekis, Västergötland",Sweden,Southampton,"Iron Mountain, Michigan, US",,,3
"Skoog, Miss Margit Elizabeth",2,"Hällekis, Västergötland",Sweden,Southampton,"Iron Mountain, Michigan, US",,,3
"Slabenoff, Mr. Peko",42,Unknown,Bulgaria,Southampton,New York City,,,3
"Slocovski, Mr. Selman Francis",20,London,England,Southampton,New York City,,,3
"Smiljanić, Mr. Jakob Mile",37,Pisac,Croatia,Southampton,New York City,,,3
"Smyth, Mr. Thomas",26,"Caltra, Galway",Ireland,Queenstown,"Hammond, Indiana, US",,,3
"Smyth, Miss Julia",17,"Kilcogy, Cavan",Ireland,Queenstown,New York City,13,,3
"Søholt, Mr. Peter Andreas Lauritz Andersen",19,"Ålesund, Møre og Romsdal",Norway,Southampton,"Minneapolis, Minnesota, US",,,3
"Somerton, Mr. Francis William",30,"Greatfield, Cheltenham",England,Southampton,"Canastota, New York, US",,,3
"Spector, Mr. Woolf",23,London,England,Southampton,New York City,,,3
"Spinner, Mr. Henry John",32,"Arboretum, Worcestershire",England,Southampton,"Gloversville, New York, US",,,3
"Staneff, Mr. Ivan",23,"Debnevo, Troyan",Bulgaria,Southampton,"Chicago, Illinois, US",,,3
"Stanković, Mr. Ivan",33,Galdovo,Croatia,Cherbourg,New York City,,,3
"Stanley, Miss Amy Zillah Elsie",24,"Wallingford, Oxfordshire",England,Southampton,"New Haven, Connecticut, US",C,,3
"Stanley, Mr. Edward Rowland",21,Swanage,England,Southampton,"Cleveland, Ohio, US",,,3
"Storey, Mr. Thomas",51,"Liverpool, Merseyside",England,Southampton,New York City,,261,3
"Stoytcheff, Mr. Ilia",19,"Gumostnik, Lovec",Bulgaria,Southampton,"Chicago, Illinois, US",,,3
"Strandberg, Miss Ida Sofia",22,Turku,Finland,Southampton,New York City,,,3
"Strandén, Mr. Juho Niilonpoika",31,"Muljula, Kitee",Finland,Southampton,"Duluth, Minnesota, US",9,,3
"Strilić, Mr. Ivan",27,Široka Kula,Croatia,Southampton,"Chicago, Illinois, US",,,3
"Ström, Mrs. Elna Matilda (née Persson)",29,"Indiana Harbor, Indiana",US,Southampton,"Indiana Harbor, Indiana, US",,,3
"Ström, Miss Thelma Matilda Wilhelmina",2,"Indiana Harbor, Indiana",US,Southampton,"Indiana Harbor, Indiana, US",,,3
"Sunderland, Mr. Victor Francis",20,London,England,Southampton,"Cleveland, Ohio, US",B,,3
"Sundman, Mr. Johan Julian",44,Munsala,Finland,Southampton,"Cheyenne, Wyoming, US",15,,3
"Sutehall Jr., Mr. Henry",25,London,England,Southampton,"Buffalo, New York, US",,,3
"Svensson, Mr. Johan",74,"Reftele, Småland",Sweden,Southampton,"Effington Rut, South Dakota, US",,,3
"Svensson, Mr. Johan Cervin",14,"Knäred, Halland",Sweden,Southampton,"Beresford, South Dakota, US",13,,3
"Svensson, Mr. Olof",24,"Björkeberga, Skåne",Sweden,Southampton,New York City,,,3
"Tenglin, Mr. Gunnar Isidor",25,"Stockholm, Uppland",Sweden,Southampton,"Burlington, Iowa, US",13,,3
"Theobald, Mr. Thomas Leonard",34,"Strood, Kent",England,Southampton,"Detroit, Michigan, US",,176,3
"Tannous, Mr. Bashir (Charles)",31,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",,,3
"Tannous, Mrs. Thamini Khoury Fa'ud ""Thelma""",16,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",14,,3
"Tannous, Master As'ad Iskandar Fa'ud",5 mo.,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",16,,3
"Thomas, Mr. John",34,Unknown,Unknown,Cherbourg,"Columbus, Ohio, US",,,3
"Thomas, Mr. Tannous John",16,Unknown,Lebanon,Cherbourg,"Columbus, Ohio, US",,,3
"Thompson, Mr. Alexander Morrison",36,Unknown,Scotland,Southampton,New York City,,,3
"Thorneycroft, Mr. Percival Thomas",36,"Maidstone, Kent",England,Southampton,"Clinton, New York, US",,,3
"Thorneycroft, Mrs. Florence Kate (née Stears)",32,"Maidstone, Kent",England,Southampton,"Clinton, New York, US",10,,3
"Tikkanen, Mr. Juho",32,Pielavesi,Finland,Southampton,New York City,,,3
"Tobin, Mr. Roger",20,"Cahir, Tipperary",Ireland,Queenstown,New York City,,,3
"Todoroff, Mr. Lalio",23,Unknown,Bulgaria,Southampton,"Chicago, Illinois, US",,,3
"Tomlin, Mr. Ernest Portage",22,"Portage la Prairie, Manitoba",Canada,Southampton,"Des Moines, Iowa, US",,50,3
"Törber, Mr. Ernst Wilhelm",44,Unknown,Germany,Southampton,New York City,,,3
"Torfa, Mr. Assad",20,Unknown,Syria,Cherbourg,New York City,,,3
"Törnquist, Mr. William Henry",25,Sundbyberg,Sweden,Southampton,New York City,15,,3
"Touma, Mrs. Hanna Youssef (née Razi)",27,Tibnin,Lebanon,Cherbourg,"Dowagiac, Michigan, US",C,,3
"Touma, Miss Marianna Youssef",9,Tibnin,Lebanon,Cherbourg,"Dowagiac, Michigan, US",C,,3
"Touma, Master Gerios (George) Youssef",8,Tibnin,Lebanon,Cherbourg,"Dowagiac, Michigan, US",C,,3
"Turčin, Mr. Stjepan",36,Bratina,Croatia,Southampton,"Youngstown, Ohio, US",,,3
"Turja, Miss Anna Sofiia",18,"Oulainen, Oulu",Finland,Southampton,"Ashtabula, Ohio, US",15,,3
"Turkula, Mrs. Hedvig",63,"Jalasjärvi, Southern Ostrobothnia",Finland,Southampton,"Hibbing, Minnesota, US",15,,3
"Van Billiard, Mr. Austin Blyler",35,London,England,Southampton,"North Wales, Pennsylvania, US",,255,3
"Van Billiard, Master James William",10,London,England,Southampton,"North Wales, Pennsylvania, US",,,3
"Van Billiard, Master Walter John",9,London,England,Southampton,"North Wales, Pennsylvania, US",,,3
"Van de Velde, Mr. Johannes Josef",35,Denderhoutem,Belgium,Southampton,New York City,,,3
"Van den Steen, Mr. Leo Peter",28,Haaltert,Belgium,Southampton,New York City,,,3
"Van Impe, Mr. Jean-Baptiste",36,Kerksken,Belgium,Southampton,"Detroit, Michigan, US",,,3
"Van Impe, Mrs. Rosalie Paula (née Govaert)",30,Kerksken,Belgium,Southampton,"Detroit, Michigan, US",,,3
"Van Impe, Miss Catharina",10,Kerksken,Belgium,Southampton,"Detroit, Michigan, US",,,3
"Van Melkebeke, Mr. Philemon Edmund",23,"Haaltert, East Flanders",Belgium,Southampton,"Detroit, Michigan, US",,,3
"Vandercruyssen, Mr. Victor",46,Zwevezele,Belgium,Southampton,"Detroit, Michigan, US",,,3
"Vanderplancke, Mr. Julius",31,Zwevezele,Belgium,Southampton,"Fremont, Ohio, US",,,3
"Vanderplancke, Mrs. Emelie Maria (née Vandemoortele)",31,Pittem,Belgium,Southampton,"Fremont, Ohio, US",,,3
"Vanderplancke, Miss Augusta Maria",18,Zwevezele,Belgium,Southampton,"Fremont, Ohio, US",,,3
"Vanderplancke, Mr. Leo Edmondus",15,Zwevezele,Belgium,Southampton,"Fremont, Ohio, US",,,3
"Van de Walle, Mr. Nestor Cyriel",28,Westrozebeke,Belgium,Southampton,New York City,,,3
"Vartanian, Mr. Davit",22,Kiğı,Turkey,Cherbourg,"Brantford, Ontario, Canada",13,,3
"Vendel, Mr. Olof Edvin",29,"Östra Sallerup, Skåne",Sweden,Southampton,"St. Paul, Minnesota, US",,,3
"Veström, Miss Hulda Amanda Adolfina",14,"Salmunds, Gotland",Sweden,Southampton,"Los Angeles, US",,,3
"Vovk, Mr. Janko",21,Jesenice,Slovenia,Southampton,"St. Joseph, Minnesota, US",,,3
"Waelens, Mr. Achille",22,"Ruiselede, West Flanders",Belgium,Southampton,"Stanton, Ohio, US",,140,3
"Ware, Mr. Frederick William",34,"Greenwich, London",England,Southampton,New York City,,,3
"Warren, Mr. Charles William",30,"Portsmouth, Hampshire",England,Southampton,New York City,,,3
"Wazni, Mr. Yousif Ahmed",25,Tebnin,Lebanon,Cherbourg,New York City,,,3
"Webber, Mr. James",66,San Francisco,US,Southampton,"San Francisco, US",,,3
"Wennerström, Mr. August Edvard Andersson",27,"Malmö, Skåne",Sweden,Southampton,"Chicago, Illinois, US",A,,3
"Widegren, Mr. Carl Peter",51,"Algutsrum, Kalmar",Sweden,Southampton,New York City,,,3
"Wiklund, Mr. Jakob Alfred",18,Nikolaistad,Finland,Southampton,"Montreal, Quebec, Canada",,314,3
"Wiklund, Mr. Karl Johan",21,Nikolaistad,Finland,Southampton,"Montreal, Quebec, Canada",,,3
"Wilkes, Mrs. Ellen",47,"Penzance, Cornwall",England,Southampton,"Akron, Ohio, US",16,,3
"Willer, Mr. Aaron",37,Unknown,Russia,Cherbourg,"Chicago, Illinois, US",,,3
"Willey, Mr. Edward",18,"Market Drayton, Shropshire",England,Southampton,"Schenectady, New York, US",,,3
"Williams, Mr. Howard Hugh ""Harry""",28,"Guernsey, Channel Islands",Channel Islands,Southampton,New York City,,,3
"Williams, Mr. Leslie",28,"Tonypandy, Glamorgan",Wales,Southampton,New York City,,14,3
"Windeløv, Mr. Einar",21,Cape Town,South Africa,Southampton,New York City,,,3
"Wirz, Mr. Albert",27,Uster,Switzerland,Southampton,"Beloit, Wisconsin, US",,131,3
"Wiseman, Mr. Phillippe",54,London,England,Southampton,"Quebec City, Quebec, Canada",,,3
"Wittevrongel, Mr. Camilius Aloysius",36,Westrozebeke,Belgium,Southampton,"Detroit, Michigan, US",,,3
"Yasbak, Mr. Antun",27,Unknown,Lebanon,Cherbourg,"Wilkes-Barre, Pennsylvania, US",,,3
"Yasbak, Mrs. Silanah Fa'ud (née Iskandar)",15,Unknown,Lebanon,Cherbourg,"Wilkes-Barre, Pennsylvania, US",C,,3
"Ylieff, Mr. Ylio",32,Unknown,Bulgaria,Southampton,"Chicago, Illinois, US",,,3
"Youssef, Mr. Gerios (Abi Saab)",26,Hardîne,Lebanon,Cherbourg,"Youngstown, Ohio, US",,312,3
"Youssef, Mr. Gerios (Sam'aan)",45,Hardîne,Lebanon,Cherbourg,"Wilkes-Barre, Pennsylvania, US",,,3
"Zajib Qiyamah, Miss Adal ""Jane""",15,El Shweir,Lebanon,Cherbourg,"Brooklyn, New York, US",C,,3
"Zakarian, Mr. Haroutyun Der",27,Kiğı,Turkey,Cherbourg,"Brantford, Ontario, Canada",,,3
"Zakarian, Mr. Mapri Der",22,Kiğı,Turkey,Cherbourg,"Brantford, Ontario, Canada",,304,3
"Zimmermann, Mr. Leo",29,Todtmoos,Germany,Southampton,"Saskatoon, Saskatchewan, Canada",,,3
"Abelson, Mr. Samuel",30,Russia,,Cherbourg,"New York, New York, US",,,2
"Abelson, Mrs. Anna (née Wizosky?)",28,Russia,,Cherbourg,"New York, New York, US",10,,2
"Andrew, Mr. Edgar Samuel",17,"San Ambrosio, Córdoba, Argentina",,Southampton,"Trenton, New Jersey, US",,,2
"Andrew, Mr. Frank Thomas",30,"Redruth, Cornwall, England",,Southampton,"Houghton, Michigan, US",,,2
"Angle, Mr. William A.",32,"Warwick, Warwickshire, England",,Southampton,New York City,,,2
"Angle, Mrs. Florence Agnes ""Mary"" (née Hughes)",36,"Warwick, Warwickshire, England",,Southampton,New York City,11,,2
"Ashby, Mr. John",57,"West Hoboken, New Jersey, US",,Southampton,"West Hoboken, New Jersey, US",,,2
"Bailey, Mr. Percy Andrew",18,"Penzance, Cornwall, England",,Southampton,"Akron, Ohio, US",,,2
"Bainbrigge, Mr. Charles Robert",23,"Saint Peter Port, Guernsey, Channel Islands",,Southampton,New York City,,,2
"Ball, Mrs. Ada E. (née Hall)",36,"Bristol, Avon, England",,Southampton,"Jacksonville, Florida, US",10,,2
"Banfield, Mr. Frederick James",28,"Plymouth, Devon, England",,Southampton,"Houghton, Michigan, US",,,2
"Bateman, Reverend Robert James",51,"Jacksonville, Florida, US",,Southampton,"Jacksonville, Florida, US",,174,2
"Beane, Mr. Edward",32,New York City,,Southampton,New York City,13,,2
Beane. Mrs. Ethel (née Clarke),19,"Norwich, Norfolk, England",,Southampton,New York City,13,,2
"Beauchamp, Mr. Henry James",28,"London, England, UK",,Southampton,New York City,,194,2
"Becker, Mrs. Nellie E. (née Baumgardner)",35,"Guntur, Madras Province, British India",,Southampton,"Benton Harbor, Michigan, US",11,,2
"Becker, Miss Ruth Elizabeth",12,"Guntur, Madras Province, British India",,Southampton,"Benton Harbor, Michigan, US",13,,2
"Becker, Miss Marion Louise",4,"Guntur, Madras Province, British India",,Southampton,"Benton Harbor, Michigan, US",11,,2
"Becker, Master Richard Frederick",1,"Guntur, Madras Province, British India",,Southampton,"Benton Harbor, Michigan, US",11,,2
"Beesley, Mr. Lawrence",34,"London, England, UK",,Southampton,"Toronto, Ontario, Canada",13,,2
"Bentham, Miss Lillian W.",19,"Rochester, New York, US",,Southampton,"Rochester, New York, US",12,,2
"Berriman, Mr. William John",23,"St. Ives, Cornwall, England",,Southampton,"Calumet, Michigan, US",,,2
"Botsford, Mr. William Hull",25,"Orange, New Jersey, US",,Southampton,"Orange, New Jersey, US",,,2
"Bowenur, Mr. Solomon",42,"London, England",,Southampton,New York City,,,2
"Bracken, Mr. James H.",29,"Lake Arthur, New Mexico, US",,Southampton,"Lake Arthur, New Mexico, US",,,2
"Brailey, Mr. W. Theodore Ronald",24,"London, England",,Southampton,New York City,,,2
"Bricoux, Mr. Roger Marie",20,"Monte Carlo, Monaco",,Southampton,New York City,,,2
"Brito, Mr. José Joaquim",32,"Madeira, Portugal",,Southampton,"São Paulo, Brazil",,,2
"Brown, Mr. Thomas William Solomon",60,"Cape Town, South Africa, UK",,Southampton,"Seattle, Washington, US",,,2
"Brown, Mrs. Elizabeth Catherine (née Ford)",40,"Cape Town, South Africa, UK",,Southampton,"Seattle, Washington, US",14,,2
"Brown, Miss Edith Eileen",15,"Cape Town, South Africa, UK",,Southampton,"Seattle, Washington, US",14,,2
"Bryhl, Mr. Kurt Arnold Gottfrid",25,"Skara, Västergötland, Sweden",,Southampton,"Rockford, Illinois, US",,,2
"Bryhl, Miss Dagmar Jenny Ingeborg",20,"Skara, Västergötland, Sweden",,Southampton,"Rockford, Illinois, US",12,,2
"Buss, Miss Kate",36,"Sittingbourne, Kent, England",,Southampton,"San Francisco, US",9,,2
"Butler, Mr. Reginald Fenton",25,"Southsea, Hampshire, England",,Southampton,New York City,,97,2
"Byles, Father Thomas Roussel Davids",42,"London, England",,Southampton,"Jacksonville, Florida, US",,,2
"Byström, Miss Karolina",42,New York City,,Southampton,New York City,?,,2
"Caldwell, Mr. Albert Francis",26,"Bangkok, Siam",,Southampton,"Roseville, Illinois, US",13,,2
"Caldwell, Mrs. Sylvia Mae (née Harbaugh)",28,"Bangkok, Siam",,Southampton,"Roseville, Illinois, US",13,,2
"Caldwell, Master Alden Gates",10 mo.,"Bangkok, Siam",,Southampton,"Roseville, Illinois, US",13,,2
"Cameron, Miss Clear Annie",35,"London, England, UK",,Southampton,"Mamaronek, New York, US",14,,2
"Campbell, Mr. William Henry",21,"Belfast, Ireland",,Belfast,New York City,,,2
"Carbines, Mr. William",19,"St. Ives, Cornwall, England",,Southampton,"Houghton, Michigan, US",,18,2
"Carter, Father Ernest Courtenay",54,"London, England, UK",,Southampton,New York City,,,2
"Carter, Mrs. Lilian (née Hughes)",45,"London, England, UK",,Southampton,New York City,,,2
